record_id,station_name,latitude,longitude,region,measurement_date,depth_m,temperature_c,salinity_psu,ph_level,dissolved_oxygen_ml_l,nitrate_mg_l,phosphate_mg_l,chlorophyll_a_mg_m3,turbidity_ntu,data_source,quality_flag
OCE00439,Central Indian Ocean 2,7.9886640641545394,75.01717261010559,Central Indian Ocean,2024-05-02,100,23.42,35.09,8.13,4.82,1.199,0.648,0.438,14.65,CTD Cast,Good
OCE00440,Central Indian Ocean 2,8.097652423028638,74.97777029929482,Central Indian Ocean,2024-05-02,200,18.73,35.56,7.73,2.38,2.937,0.713,0.417,1.19,CTD Cast,Good
OCE00441,Central Indian Ocean 2,7.961042906025772,75.0947485164077,Central Indian Ocean,2024-05-31,0,30.81,34.91,7.88,7.24,1.51,0.397,0.799,10.12,CTD Cast,Good
OCE00442,Central Indian Ocean 2,8.025781028984722,74.92358773497484,Central Indian Ocean,2024-05-31,50,25.63,34.47,8.07,5.11,0.926,0.388,0.722,10.0,CTD Cast,Good
OCE00443,Central Indian Ocean 2,8.021714318634794,75.09418094228998,Central Indian Ocean,2024-05-31,100,21.42,34.1,7.8,5.33,2.748,0.355,0.4,5.92,CTD Cast,Good
OCE00444,Central Indian Ocean 2,8.040705668036306,75.02897120868595,Central Indian Ocean,2024-05-31,200,19.77,34.3,7.86,3.93,3.124,0.58,0.104,5.92,CTD Cast,Good
OCE00445,Central Indian Ocean 2,8.064760349984107,74.92062935217567,Central Indian Ocean,2024-06-30,0,31.71,34.03,7.92,8.3,0.71,0.164,0.848,14.17,CTD Cast,Good
OCE00446,Central Indian Ocean 2,7.925331174569439,74.98412604737577,Central Indian Ocean,2024-06-30,50,27.18,34.32,8.06,5.46,1.364,0.502,1.933,7.47,CTD Cast,Good
OCE00447,Central Indian Ocean 2,8.060512149630325,74.99727832561778,Central Indian Ocean,2024-06-30,100,21.88,34.64,7.77,4.71,1.929,0.338,0.417,4.83,CTD Cast,Good
OCE00448,Central Indian Ocean 2,7.930588637295085,74.9137980017421,Central Indian Ocean,2024-06-30,200,19.47,34.63,7.79,3.46,2.177,0.493,0.053,14.94,CTD Cast,Good
OCE00449,Central Indian Ocean 2,7.978998054109806,74.96700171399154,Central Indian Ocean,2024-07-29,0,27.73,34.22,7.9,8.34,1.088,0.214,1.323,3.51,CTD Cast,Good
OCE00450,Central Indian Ocean 2,7.98148105432227,75.08738985078173,Central Indian Ocean,2024-07-29,50,25.51,34.53,8.05,5.22,1.697,0.18,0.544,5.97,CTD Cast,Good
OCE00451,Central Indian Ocean 2,8.05215186167739,74.90316761418897,Central Indian Ocean,2024-07-29,100,23.32,34.48,7.8,3.15,1.68,0.321,0.128,8.59,CTD Cast,Good
OCE00452,Central Indian Ocean 2,7.938516326491706,74.91952375210703,Central Indian Ocean,2024-07-29,200,17.66,34.96,7.93,2.63,2.661,0.78,0.442,13.52,CTD Cast,Good
OCE00453,Central Indian Ocean 2,7.990373808930456,75.05938950080314,Central Indian Ocean,2024-09-02,0,28.1,34.83,7.94,6.31,1.22,0.286,0.384,9.06,CTD Cast,Fair
OCE00454,Central Indian Ocean 2,8.035468369216304,74.90488537658813,Central Indian Ocean,2024-09-02,50,24.39,34.87,8.06,6.48,1.795,0.219,1.478,6.47,CTD Cast,Good
OCE00455,Central Indian Ocean 2,8.095701193386539,74.90213402540124,Central Indian Ocean,2024-09-02,100,21.66,35.1,7.84,4.48,2.835,0.609,0.465,9.53,CTD Cast,Good
OCE00456,Central Indian Ocean 2,7.936691576951773,75.05168073460685,Central Indian Ocean,2024-09-02,200,17.89,35.49,7.8,3.96,3.266,0.807,0.089,0.82,CTD Cast,Good
OCE00457,Central Indian Ocean 2,7.921592489622167,74.91392917354965,Central Indian Ocean,2024-09-29,0,30.9,34.02,8.06,6.91,1.262,0.363,0.579,9.04,CTD Cast,Good
OCE00458,Central Indian Ocean 2,8.095204031504899,75.07471111524542,Central Indian Ocean,2024-09-29,50,26.08,35.16,7.98,5.56,1.356,0.162,0.804,5.28,CTD Cast,Good
OCE00459,Central Indian Ocean 2,8.038641908443774,74.91418323828772,Central Indian Ocean,2024-09-29,100,22.94,35.37,7.93,3.04,1.242,0.48,0.486,3.25,CTD Cast,Fair
OCE00460,Central Indian Ocean 2,7.951807028820669,75.0417353439931,Central Indian Ocean,2024-09-29,200,20.4,35.46,7.95,3.29,2.154,0.823,0.405,3.62,CTD Cast,Good
OCE00461,Central Indian Ocean 2,7.954134921193058,74.90583413371482,Central Indian Ocean,2024-10-27,0,26.24,34.3,7.87,6.84,0.895,0.279,0.767,9.27,CTD Cast,Fair
OCE00462,Central Indian Ocean 2,8.039244287224255,74.94121475598743,Central Indian Ocean,2024-10-27,50,25.58,34.5,8.12,6.37,2.23,0.373,0.436,6.9,CTD Cast,Good
OCE00463,Central Indian Ocean 2,8.02388901476363,75.06061512846755,Central Indian Ocean,2024-10-27,100,20.33,35.34,7.8,5.26,2.742,0.459,0.385,6.76,CTD Cast,Good
OCE00464,Central Indian Ocean 2,8.010897822864234,74.93595956269901,Central Indian Ocean,2024-10-27,200,20.5,34.89,8.08,2.97,2.979,0.803,0.42,7.28,CTD Cast,Good
OCE00465,Central Indian Ocean 2,7.909854730716554,75.07048777712838,Central Indian Ocean,2024-12-04,0,31.81,35.13,8.12,6.08,0.989,0.341,1.262,8.45,CTD Cast,Good
OCE00466,Central Indian Ocean 2,7.926520798149363,74.94667925389163,Central Indian Ocean,2024-12-04,50,24.79,34.53,7.89,5.83,0.698,0.221,1.663,7.07,CTD Cast,Good
OCE00467,Central Indian Ocean 2,7.987406745089954,74.97937787861781,Central Indian Ocean,2024-12-04,100,22.59,35.25,7.93,4.97,2.275,0.301,0.12,11.28,CTD Cast,Fair
OCE00468,Central Indian Ocean 2,7.934135487060447,75.03258125046891,Central Indian Ocean,2024-12-04,200,19.07,34.78,7.77,2.45,3.193,0.641,0.282,12.86,CTD Cast,Fair
OCE00469,Central Indian Ocean 2,7.917926354660923,75.09184708706476,Central Indian Ocean,2024-12-27,0,27.55,34.74,8.19,6.83,1.231,0.091,0.948,10.88,CTD Cast,Good
OCE00470,Central Indian Ocean 2,8.086307009831053,75.0166665819977,Central Indian Ocean,2024-12-27,50,27.15,35.11,8.01,5.62,2.231,0.581,1.098,8.31,CTD Cast,Good
OCE00471,Central Indian Ocean 2,8.09612964391281,74.97005447413386,Central Indian Ocean,2024-12-27,100,22.27,34.41,7.75,3.6,2.068,0.421,0.252,7.06,CTD Cast,Good
OCE00472,Central Indian Ocean 2,7.950728494868275,74.94561236338001,Central Indian Ocean,2024-12-27,200,15.93,34.27,8.01,3.14,3.545,0.517,0.307,0.67,CTD Cast,Good
OCE00473,Central Indian Ocean 2,8.017540645668296,74.91280870477296,Central Indian Ocean,2025-01-30,0,26.78,34.46,7.85,8.46,0.686,0.109,0.379,13.01,CTD Cast,Good
OCE00474,Central Indian Ocean 2,7.941367422123322,75.03080461553175,Central Indian Ocean,2025-01-30,50,27.85,34.42,7.96,4.56,1.817,0.336,0.686,6.54,CTD Cast,Good
OCE00475,Central Indian Ocean 2,7.923002187365619,75.03896414597435,Central Indian Ocean,2025-01-30,100,20.9,35.13,7.98,5.15,1.323,0.604,0.353,6.9,CTD Cast,Good
OCE00476,Central Indian Ocean 2,8.080297170220149,74.95407664706214,Central Indian Ocean,2025-01-30,200,21.61,34.41,7.96,2.76,3.918,0.598,0.483,12.15,CTD Cast,Good
OCE00477,Central Indian Ocean 2,7.956387376868352,74.98871994026364,Central Indian Ocean,2025-02-27,0,31.97,34.38,7.97,7.3,0.66,0.057,0.408,2.98,CTD Cast,Good
OCE00478,Central Indian Ocean 2,7.9495864899611615,75.08555829587506,Central Indian Ocean,2025-02-27,50,27.49,35.11,7.81,6.13,1.842,0.58,0.205,14.02,CTD Cast,Good
OCE00479,Central Indian Ocean 2,7.92700762733611,74.99373032739928,Central Indian Ocean,2025-02-27,100,23.6,35.25,7.79,4.28,1.54,0.332,0.415,14.11,CTD Cast,Good
OCE00480,Central Indian Ocean 2,7.961864844871645,74.9561271159753,Central Indian Ocean,2025-02-27,200,16.3,35.67,8.1,3.11,2.423,0.592,0.241,14.6,CTD Cast,Fair
OCE00481,Central Indian Ocean 2,8.030335958975686,75.04252028145967,Central Indian Ocean,2025-04-02,0,26.92,35.1,7.8,7.49,1.84,0.18,0.36,10.48,CTD Cast,Good
OCE00482,Central Indian Ocean 2,7.984877803614502,74.93135258951986,Central Indian Ocean,2025-04-02,50,25.28,34.43,8.16,6.81,1.469,0.531,1.014,6.68,CTD Cast,Good
OCE00483,Central Indian Ocean 2,7.903606401965046,75.01140951723845,Central Indian Ocean,2025-04-02,100,22.69,34.13,7.93,4.95,2.392,0.536,0.459,11.92,CTD Cast,Good
OCE00484,Central Indian Ocean 2,8.034838423323,75.0608522308757,Central Indian Ocean,2025-04-02,200,18.79,34.69,7.75,3.78,2.994,0.845,0.314,10.06,CTD Cast,Good
OCE00485,Central Indian Ocean 2,7.918207262989088,75.02964183548971,Central Indian Ocean,2025-05-03,0,28.39,34.77,8.12,6.93,0.837,0.093,1.38,6.49,CTD Cast,Fair
OCE00486,Central Indian Ocean 2,8.079483810015635,75.03122921836949,Central Indian Ocean,2025-05-03,50,25.62,35.07,7.8,5.98,2.067,0.523,0.507,13.29,CTD Cast,Good
OCE00487,Central Indian Ocean 2,7.97755286570595,74.95737337499656,Central Indian Ocean,2025-05-03,100,22.43,34.91,8.12,5.25,1.952,0.373,0.227,4.39,CTD Cast,Good
OCE00488,Central Indian Ocean 2,8.053684214223448,75.07700306490945,Central Indian Ocean,2025-05-03,200,21.03,34.3,7.97,2.35,2.755,0.478,0.171,3.71,CTD Cast,Good
OCE00489,Central Indian Ocean 2,7.901907790805109,74.98057800621001,Central Indian Ocean,2025-06-05,0,28.78,34.71,8.15,7.91,1.075,0.352,1.286,13.66,CTD Cast,Fair
OCE00490,Central Indian Ocean 2,8.042830629278434,75.07224644545208,Central Indian Ocean,2025-06-05,50,26.96,34.86,7.99,5.37,1.589,0.445,0.953,2.74,CTD Cast,Good
OCE00491,Central Indian Ocean 2,8.082203139995844,75.0986327477867,Central Indian Ocean,2025-06-05,100,22.26,34.71,8.02,3.62,2.316,0.645,0.238,2.04,CTD Cast,Good
OCE00492,Central Indian Ocean 2,7.935999923322138,75.0005095213444,Central Indian Ocean,2025-06-05,200,16.63,35.63,8.08,2.2,2.128,0.522,0.498,12.8,CTD Cast,Good
OCE00493,Central Indian Ocean 2,7.944298709771928,74.90695983997367,Central Indian Ocean,2025-06-30,0,26.12,34.91,7.91,8.16,0.639,0.359,1.044,6.43,CTD Cast,Good
OCE00494,Central Indian Ocean 2,7.985000482824639,74.9550893359581,Central Indian Ocean,2025-06-30,50,25.16,35.26,8.1,5.64,1.752,0.422,1.689,4.34,CTD Cast,Good
OCE00495,Central Indian Ocean 2,7.982551664055479,74.94555566832356,Central Indian Ocean,2025-06-30,100,22.68,34.77,7.93,3.23,2.465,0.346,0.139,8.97,CTD Cast,Good
OCE00496,Central Indian Ocean 2,7.982418721926508,74.90712243005457,Central Indian Ocean,2025-06-30,200,17.6,34.87,7.91,2.41,2.396,0.846,0.245,7.72,CTD Cast,Good
OCE00497,Central Indian Ocean 2,7.927186549473464,74.99952991090105,Central Indian Ocean,2025-07-27,0,29.33,34.84,8.08,6.44,0.579,0.415,1.426,3.61,CTD Cast,Good
OCE00498,Central Indian Ocean 2,8.061631409804843,74.93523888123285,Central Indian Ocean,2025-07-27,50,24.24,34.54,7.83,6.27,1.614,0.215,0.217,9.29,CTD Cast,Fair
OCE00499,Central Indian Ocean 2,8.031656756685232,74.95276121498927,Central Indian Ocean,2025-07-27,100,21.68,34.98,7.88,3.22,1.524,0.335,0.243,0.68,CTD Cast,Good
OCE00500,Central Indian Ocean 2,8.06567562912033,74.96459574667276,Central Indian Ocean,2025-07-27,200,18.63,35.11,8.09,3.18,2.995,0.708,0.468,3.94,CTD Cast,Good
OCE00501,Central Indian Ocean 2,7.957899573023944,75.03282514785667,Central Indian Ocean,2025-09-06,0,27.58,34.76,8.1,7.26,0.229,0.376,1.228,6.69,CTD Cast,Good
OCE00502,Central Indian Ocean 2,8.050733227581917,74.94401325095694,Central Indian Ocean,2025-09-06,50,27.56,35.32,7.99,6.23,2.278,0.373,0.764,6.13,CTD Cast,Good
OCE00503,Central Indian Ocean 2,8.048666582713132,74.95041397737003,Central Indian Ocean,2025-09-06,100,24.33,35.19,7.91,3.54,1.776,0.378,0.129,7.09,CTD Cast,Good
OCE00504,Central Indian Ocean 2,7.983751798096531,74.9863687384624,Central Indian Ocean,2025-09-06,200,17.7,35.67,7.86,2.16,2.271,0.716,0.32,1.28,CTD Cast,Good
OCE00505,Coastal Station Mumbai,18.939296530480583,72.7502860304375,Arabian Sea,2024-01-04,0,29.1,34.76,7.86,6.26,0.335,0.095,0.954,3.02,CTD Cast,Good
OCE00506,Coastal Station Mumbai,19.034273601779358,72.80463162996352,Arabian Sea,2024-01-04,50,27.83,35.33,7.87,5.32,0.999,0.371,0.235,13.53,CTD Cast,Good
OCE00507,Coastal Station Mumbai,18.95264923496611,72.81124727880515,Arabian Sea,2024-01-04,100,20.82,35.31,8.07,3.32,1.857,0.327,0.165,6.47,CTD Cast,Good
OCE00508,Coastal Station Mumbai,19.071577837049247,72.76177217984728,Arabian Sea,2024-01-04,200,21.63,34.39,8.09,2.46,3.568,0.603,0.114,10.05,CTD Cast,Good
OCE00509,Coastal Station Mumbai,18.911557639403973,72.72813066784673,Arabian Sea,2024-02-06,0,29.4,34.71,8.0,7.83,0.267,0.351,1.354,10.89,CTD Cast,Good
OCE00510,Coastal Station Mumbai,18.951652871577434,72.79615723363594,Arabian Sea,2024-02-06,50,25.75,34.66,7.83,5.77,0.84,0.364,1.575,14.88,CTD Cast,Fair
OCE00511,Coastal Station Mumbai,18.980390384923044,72.86914897566515,Arabian Sea,2024-02-06,100,23.43,35.36,7.92,4.92,1.177,0.305,0.141,5.52,CTD Cast,Good
OCE00512,Coastal Station Mumbai,19.0985607956372,72.7254364907265,Arabian Sea,2024-02-06,200,19.58,35.26,7.93,2.71,3.196,0.604,0.088,1.55,CTD Cast,Good
OCE00513,Coastal Station Mumbai,18.982140080117308,72.84408321381846,Arabian Sea,2024-02-29,0,31.27,34.45,8.06,6.82,0.844,0.168,0.58,7.92,CTD Cast,Fair
OCE00514,Coastal Station Mumbai,19.070725985705593,72.74838554562385,Arabian Sea,2024-02-29,50,27.77,34.11,7.98,5.96,2.348,0.172,1.232,13.21,CTD Cast,Good
OCE00515,Coastal Station Mumbai,18.994059244538313,72.70579934886719,Arabian Sea,2024-02-29,100,20.1,35.2,8.12,4.64,1.934,0.27,0.464,10.5,CTD Cast,Good
OCE00516,Coastal Station Mumbai,19.063420426600523,72.8722017642616,Arabian Sea,2024-02-29,200,18.37,34.39,7.79,2.13,3.191,0.73,0.278,9.43,CTD Cast,Good
OCE00517,Coastal Station Mumbai,18.926794973349956,72.83430236145621,Arabian Sea,2024-04-02,0,26.08,35.04,7.97,7.41,1.333,0.208,1.384,0.56,CTD Cast,Good
OCE00518,Coastal Station Mumbai,18.988582819608393,72.70683511780821,Arabian Sea,2024-04-02,50,27.7,34.22,7.81,5.33,1.31,0.246,1.253,5.13,CTD Cast,Good
OCE00519,Coastal Station Mumbai,19.06635706003703,72.89609415955661,Arabian Sea,2024-04-02,100,24.05,35.13,8.04,4.75,1.691,0.295,0.173,7.66,CTD Cast,Good
OCE00520,Coastal Station Mumbai,19.082516843584965,72.8561043605514,Arabian Sea,2024-04-02,200,15.07,34.41,7.83,3.16,2.243,0.875,0.214,11.45,CTD Cast,Good
OCE00521,Coastal Station Mumbai,19.055389277678504,72.87449256301673,Arabian Sea,2024-05-03,0,29.64,34.94,8.06,7.57,1.152,0.494,1.125,3.63,CTD Cast,Good
OCE00522,Coastal Station Mumbai,18.907640556751478,72.82304297931938,Arabian Sea,2024-05-03,50,24.34,34.77,7.98,6.57,1.443,0.407,1.149,12.51,CTD Cast,Fair
OCE00523,Coastal Station Mumbai,18.945484345744706,72.73426490889088,Arabian Sea,2024-05-03,100,20.79,34.99,7.99,3.41,1.335,0.691,0.227,10.18,CTD Cast,Fair
OCE00524,Coastal Station Mumbai,18.978013213149527,72.87271540062783,Arabian Sea,2024-05-03,200,19.27,35.17,7.74,3.79,2.84,0.591,0.258,13.97,CTD Cast,Good
OCE00525,Coastal Station Mumbai,19.064818898096874,72.7010648381142,Arabian Sea,2024-06-05,0,27.82,35.3,8.11,8.33,0.567,0.31,0.484,8.69,CTD Cast,Good
OCE00526,Coastal Station Mumbai,19.003900370952998,72.79010730781341,Arabian Sea,2024-06-05,50,25.36,34.53,8.03,6.63,1.757,0.534,0.676,0.67,CTD Cast,Good
OCE00527,Coastal Station Mumbai,19.01929491550879,72.75499583839472,Arabian Sea,2024-06-05,100,22.78,35.09,7.99,4.84,2.186,0.28,0.102,1.65,CTD Cast,Fair
OCE00528,Coastal Station Mumbai,19.029739008506606,72.82748907574357,Arabian Sea,2024-06-05,200,18.01,35.03,7.83,3.44,3.323,0.6,0.39,8.52,CTD Cast,Good
OCE00529,Coastal Station Mumbai,18.940743478655534,72.7680769675355,Arabian Sea,2024-07-04,0,26.07,35.04,7.95,8.36,1.654,0.314,0.453,7.41,CTD Cast,Fair
OCE00530,Coastal Station Mumbai,19.0050720963639,72.84498205436721,Arabian Sea,2024-07-04,50,25.18,34.82,7.84,6.94,0.805,0.569,1.844,6.82,CTD Cast,Fair
OCE00531,Coastal Station Mumbai,18.9733915663634,72.71677959212577,Arabian Sea,2024-07-04,100,23.15,34.61,7.87,4.45,2.046,0.511,0.179,1.26,CTD Cast,Good
OCE00532,Coastal Station Mumbai,19.074309136141625,72.7969984569155,Arabian Sea,2024-07-04,200,16.77,34.31,7.74,3.63,2.174,0.747,0.173,4.93,CTD Cast,Good
OCE00533,Coastal Station Mumbai,19.042041969663252,72.77277988129906,Arabian Sea,2024-08-06,0,29.11,34.57,8.03,6.29,1.994,0.242,0.588,12.58,CTD Cast,Good
OCE00534,Coastal Station Mumbai,18.963258469745124,72.89521411720638,Arabian Sea,2024-08-06,50,25.82,35.13,7.82,6.62,1.998,0.245,0.462,4.22,CTD Cast,Good
OCE00535,Coastal Station Mumbai,19.00942552851378,72.7081570026871,Arabian Sea,2024-08-06,100,22.28,34.15,7.91,4.43,2.911,0.483,0.419,5.07,CTD Cast,Good
OCE00536,Coastal Station Mumbai,19.070533230620345,72.85497668645058,Arabian Sea,2024-08-06,200,19.03,35.63,8.04,2.46,2.518,0.541,0.465,6.19,CTD Cast,Good
OCE00537,Coastal Station Mumbai,19.050335953406286,72.78457368181182,Arabian Sea,2024-08-31,0,29.03,34.7,7.9,7.26,0.158,0.109,1.341,8.0,CTD Cast,Good
OCE00538,Coastal Station Mumbai,18.993969086996735,72.76615859828553,Arabian Sea,2024-08-31,50,25.48,35.16,8.09,6.41,1.973,0.242,0.808,11.45,CTD Cast,Good
OCE00539,Coastal Station Mumbai,18.914204913529865,72.7975753211996,Arabian Sea,2024-08-31,100,21.65,34.31,7.91,5.45,1.529,0.525,0.245,10.68,CTD Cast,Good
OCE00540,Coastal Station Mumbai,19.05840062522604,72.76486273277511,Arabian Sea,2024-08-31,200,18.59,35.51,7.82,2.17,3.879,0.62,0.309,10.88,CTD Cast,Good
OCE00541,Coastal Station Mumbai,19.005554441813775,72.80800583845213,Arabian Sea,2024-09-29,0,26.81,34.44,7.86,8.03,0.523,0.373,1.421,7.18,CTD Cast,Good
OCE00542,Coastal Station Mumbai,18.99356983665841,72.83148886543549,Arabian Sea,2024-09-29,50,25.3,34.76,8.02,6.96,2.382,0.538,1.8,13.48,CTD Cast,Fair
OCE00543,Coastal Station Mumbai,19.04922619564773,72.80416311722881,Arabian Sea,2024-09-29,100,21.96,35.54,7.92,4.5,2.449,0.678,0.16,4.39,CTD Cast,Good
OCE00544,Coastal Station Mumbai,18.93967450796954,72.89232809846305,Arabian Sea,2024-09-29,200,20.44,35.03,7.96,2.65,3.014,0.728,0.232,7.92,CTD Cast,Good
OCE00545,Coastal Station Mumbai,18.999430763176573,72.72695715698349,Arabian Sea,2024-11-05,0,30.4,34.62,7.94,7.02,0.877,0.295,0.861,7.69,CTD Cast,Good
OCE00546,Coastal Station Mumbai,19.027586097915933,72.85383397390471,Arabian Sea,2024-11-05,50,24.68,34.24,8.15,6.01,1.853,0.331,1.836,5.84,CTD Cast,Good
OCE00547,Coastal Station Mumbai,19.071081632420857,72.70637695904172,Arabian Sea,2024-11-05,100,24.8,35.33,8.09,3.43,1.615,0.379,0.172,1.6,CTD Cast,Good
OCE00548,Coastal Station Mumbai,18.981576985370072,72.7227890538889,Arabian Sea,2024-11-05,200,16.92,34.5,7.79,3.6,3.17,0.453,0.243,10.3,CTD Cast,Good
OCE00549,Coastal Station Mumbai,18.903128659061487,72.88677175915714,Arabian Sea,2024-12-06,0,30.21,35.08,8.09,6.0,1.912,0.416,1.366,12.24,CTD Cast,Good
OCE00550,Coastal Station Mumbai,18.988587424346886,72.8198587132621,Arabian Sea,2024-12-06,50,27.35,34.19,8.07,6.9,1.889,0.407,1.902,7.41,CTD Cast,Good
OCE00551,Coastal Station Mumbai,19.088398289376773,72.71286384463872,Arabian Sea,2024-12-06,100,24.66,34.21,7.95,4.72,2.605,0.512,0.459,6.33,CTD Cast,Good
OCE00552,Coastal Station Mumbai,19.017853467751333,72.80642359449175,Arabian Sea,2024-12-06,200,15.16,34.69,7.91,3.82,3.708,0.507,0.092,4.36,CTD Cast,Good
OCE00553,Coastal Station Mumbai,18.924516631301437,72.8855868402474,Arabian Sea,2025-01-02,0,31.4,35.39,7.96,8.23,0.83,0.382,0.766,7.08,CTD Cast,Good
OCE00554,Coastal Station Mumbai,19.03909769183553,72.83972711788638,Arabian Sea,2025-01-02,50,26.94,34.6,7.78,4.75,1.543,0.46,0.803,10.71,CTD Cast,Good
OCE00555,Coastal Station Mumbai,19.026707058723233,72.74970714878542,Arabian Sea,2025-01-02,100,22.46,35.47,7.95,4.13,1.479,0.388,0.069,4.91,CTD Cast,Fair
OCE00556,Coastal Station Mumbai,19.00138602321544,72.83747798253714,Arabian Sea,2025-01-02,200,20.4,34.69,7.8,2.34,3.572,0.508,0.254,9.68,CTD Cast,Fair
OCE00557,Coastal Station Mumbai,19.004376892385494,72.83274089578525,Arabian Sea,2025-01-30,0,30.86,34.07,7.92,6.7,0.377,0.18,0.534,6.03,CTD Cast,Good
OCE00558,Coastal Station Mumbai,19.088582542278353,72.84430235596868,Arabian Sea,2025-01-30,50,26.88,34.55,7.89,5.85,0.645,0.186,0.952,1.78,CTD Cast,Good
OCE00559,Coastal Station Mumbai,19.009768351118694,72.80766527440198,Arabian Sea,2025-01-30,100,24.23,35.2,7.99,5.05,1.868,0.35,0.28,8.69,CTD Cast,Fair
OCE00560,Coastal Station Mumbai,18.99901118913092,72.86930689862467,Arabian Sea,2025-01-30,200,21.64,35.55,8.05,3.6,3.893,0.494,0.169,7.82,CTD Cast,Good
OCE00561,Coastal Station Mumbai,18.969972338844496,72.8416648098156,Arabian Sea,2025-03-06,0,30.49,34.21,7.9,7.83,0.413,0.208,0.471,5.83,CTD Cast,Good
OCE00562,Coastal Station Mumbai,19.07693499699067,72.82324485032139,Arabian Sea,2025-03-06,50,26.22,34.2,8.1,5.42,1.832,0.476,0.577,6.72,CTD Cast,Fair
OCE00563,Coastal Station Mumbai,19.053156858543144,72.78824022044259,Arabian Sea,2025-03-06,100,20.91,35.51,8.05,3.52,1.742,0.614,0.363,10.89,CTD Cast,Good
OCE00564,Coastal Station Mumbai,19.0083012564245,72.86868555914181,Arabian Sea,2025-03-06,200,17.71,34.52,7.95,3.95,2.69,0.657,0.353,11.55,CTD Cast,Good
OCE00565,Coastal Station Mumbai,18.969547567111864,72.8752841887209,Arabian Sea,2025-04-06,0,26.35,35.5,8.1,8.16,1.337,0.435,0.257,3.42,CTD Cast,Fair
OCE00566,Coastal Station Mumbai,19.066050038556277,72.78384984986378,Arabian Sea,2025-04-06,50,24.31,35.23,8.11,4.91,2.223,0.459,1.136,3.31,CTD Cast,Good
OCE00567,Coastal Station Mumbai,18.938354691658734,72.71001290541865,Arabian Sea,2025-04-06,100,21.42,34.86,7.96,5.01,2.604,0.512,0.401,13.17,CTD Cast,Good
OCE00568,Coastal Station Mumbai,18.96013112811215,72.81561500983696,Arabian Sea,2025-04-06,200,15.53,34.57,7.98,2.82,3.765,0.584,0.055,5.95,CTD Cast,Good
OCE00569,Coastal Station Mumbai,19.099723463832877,72.7470814497683,Arabian Sea,2025-05-03,0,29.21,35.31,8.16,6.66,0.978,0.297,1.429,11.04,CTD Cast,Good
OCE00570,Coastal Station Mumbai,18.95880067771899,72.81197862030719,Arabian Sea,2025-05-03,50,25.51,34.06,7.78,5.65,1.528,0.16,1.436,4.86,CTD Cast,Good
OCE00571,Coastal Station Mumbai,19.034194941897155,72.85078753688828,Arabian Sea,2025-05-03,100,20.84,34.71,7.84,4.34,1.478,0.479,0.121,2.1,CTD Cast,Fair
OCE00572,Coastal Station Mumbai,19.009816644513744,72.81659969594367,Arabian Sea,2025-05-03,200,18.27,34.31,7.94,2.53,3.102,0.683,0.466,6.32,CTD Cast,Good
OCE00573,Coastal Station Mumbai,18.937774037352572,72.84022822627671,Arabian Sea,2025-06-06,0,31.69,35.17,7.91,8.11,0.922,0.423,1.252,4.71,CTD Cast,Good
OCE00574,Coastal Station Mumbai,18.920896479061568,72.74750322411882,Arabian Sea,2025-06-06,50,25.19,34.49,8.07,5.07,0.602,0.472,0.508,6.01,CTD Cast,Good
OCE00575,Coastal Station Mumbai,19.025248964552606,72.72927461331778,Arabian Sea,2025-06-06,100,22.38,34.17,8.14,4.79,1.714,0.393,0.252,3.24,CTD Cast,Good
OCE00576,Coastal Station Mumbai,18.903936643076282,72.84712853200227,Arabian Sea,2025-06-06,200,21.02,34.58,7.85,3.74,3.36,0.604,0.358,7.56,CTD Cast,Good
OCE00577,Coastal Station Mumbai,19.037979200662672,72.87679955537423,Arabian Sea,2025-06-29,0,30.88,35.43,8.17,8.27,1.073,0.212,0.751,3.5,CTD Cast,Good
OCE00578,Coastal Station Mumbai,18.958244663715654,72.8228367447969,Arabian Sea,2025-06-29,50,27.67,35.27,8.17,6.7,1.132,0.198,0.402,12.16,CTD Cast,Good
OCE00579,Coastal Station Mumbai,18.90867943571571,72.76969559515913,Arabian Sea,2025-06-29,100,24.5,35.04,7.75,3.47,1.289,0.413,0.276,3.1,CTD Cast,Good
OCE00580,Coastal Station Mumbai,19.04720347367307,72.81136888262691,Arabian Sea,2025-06-29,200,19.53,34.9,7.9,2.86,3.916,0.547,0.282,13.97,CTD Cast,Good
OCE00581,Coastal Station Mumbai,19.00646205267598,72.71517432824481,Arabian Sea,2025-07-31,0,28.27,34.7,7.84,7.52,0.648,0.122,0.862,10.62,CTD Cast,Fair
OCE00582,Coastal Station Mumbai,19.02207877332881,72.88782173966204,Arabian Sea,2025-07-31,50,26.5,34.33,7.96,6.3,1.606,0.328,0.78,10.24,CTD Cast,Good
OCE00583,Coastal Station Mumbai,19.08668266408991,72.7726265180519,Arabian Sea,2025-07-31,100,20.37,34.79,8.11,3.24,2.979,0.677,0.085,12.75,CTD Cast,Good
OCE00584,Coastal Station Mumbai,18.96918990357264,72.76959373323103,Arabian Sea,2025-07-31,200,17.93,34.86,7.95,3.55,2.164,0.717,0.134,7.3,CTD Cast,Good
OCE00585,Coastal Station Mumbai,19.089252898600616,72.84667230294642,Arabian Sea,2025-09-03,0,28.0,34.16,7.86,6.08,0.993,0.48,0.262,9.74,CTD Cast,Good
