survey_id,site_name,region,latitude,longitude,survey_date,transect_number,depth_m,transect_length_m,coral_cover_percent,algae_cover_percent,sand_cover_percent,rubble_cover_percent,coral_species_count,fish_species_count,total_fish_count,bleaching_severity,bleached_colonies_percent,water_temperature_c,visibility_m,current_strength,weather_conditions,surveyor,data_source
REEF0354,Netrani Island - Karnataka,West Coast,14.097661,74.393111,2025-07-29,3,24.2,20,38.4,13.4,35.4,12.8,9,25,289,None,0.0,30.9,21.8,Weak,Choppy,Coral Specialist,Coral Reef Survey
REEF0355,Netrani Island - Karnataka,West Coast,14.090005,74.405263,2024-01-07,1,19.4,30,25.3,27.6,29.0,18.2,10,30,167,None,0.0,29.6,29.9,Weak,Choppy,Research Diver,Coral Reef Survey
REEF0356,Netrani Island - Karnataka,West Coast,14.095976,74.396492,2024-01-07,2,7.0,20,36.9,23.6,37.4,2.1,10,28,172,None,0.0,30.4,26.7,Strong,Choppy,Reef Survey Team,Coral Reef Survey
REEF0357,Netrani Island - Karnataka,West Coast,14.090963,74.400099,2024-01-07,3,18.4,50,26.3,21.7,35.7,16.4,14,19,285,None,0.0,31.1,11.6,Moderate,Choppy,Research Diver,Coral Reef Survey
REEF0358,Netrani Island - Karnataka,West Coast,14.095418,74.390867,2024-01-07,4,11.0,20,21.4,25.1,40.4,13.1,8,15,193,None,0.0,29.9,9.2,Strong,Rough,Marine Biologist A,Coral Reef Survey
REEF0359,Netrani Island - Karnataka,West Coast,14.093605,74.402539,2024-03-27,1,17.1,20,33.2,15.1,37.2,14.5,14,25,182,None,0.0,31.8,12.7,Weak,Choppy,Marine Biologist A,Coral Reef Survey
REEF0360,Netrani Island - Karnataka,West Coast,14.101034,74.402035,2024-03-27,2,25.0,10,16.0,18.1,59.0,6.9,12,35,118,None,0.0,27.4,9.0,Moderate,Choppy,Research Diver,Coral Reef Survey
REEF0361,Netrani Island - Karnataka,West Coast,14.101451,74.396717,2024-03-27,3,7.0,10,19.7,6.2,55.0,19.0,12,25,168,None,0.0,30.9,17.3,Strong,Rough,Reef Survey Team,Coral Reef Survey
REEF0362,Netrani Island - Karnataka,West Coast,14.108066,74.399666,2024-03-27,4,15.6,20,24.8,23.3,40.6,11.3,15,27,194,Severe,10.1,29.6,18.8,Strong,Choppy,Coral Specialist,Coral Reef Survey
REEF0363,Netrani Island - Karnataka,West Coast,14.09192,74.397912,2024-03-27,5,14.3,10,34.8,6.9,51.3,7.0,8,21,157,None,0.0,29.9,14.4,Strong,Choppy,Coral Specialist,Coral Reef Survey
REEF0364,Netrani Island - Karnataka,West Coast,14.106907,74.399866,2024-05-09,1,14.0,30,39.3,28.7,24.9,7.2,13,21,103,Severe,16.4,26.2,8.5,Strong,Calm,Marine Biologist A,Coral Reef Survey
REEF0365,Netrani Island - Karnataka,West Coast,14.09791,74.40882,2024-05-09,2,22.2,30,25.3,19.1,55.4,0.1,11,15,283,Severe,5.9,30.5,11.2,Moderate,Rough,Coral Specialist,Coral Reef Survey
REEF0366,Netrani Island - Karnataka,West Coast,14.107381,74.402866,2024-05-09,3,8.0,10,14.7,20.7,46.6,18.0,13,31,108,None,0.0,28.1,20.9,Moderate,Rough,Research Diver,Coral Reef Survey
REEF0367,Netrani Island - Karnataka,West Coast,14.096215,74.409983,2024-05-09,4,19.5,10,28.4,15.6,43.6,12.4,15,18,92,None,0.0,26.2,16.7,Moderate,Rough,Marine Biologist A,Coral Reef Survey
REEF0368,Netrani Island - Karnataka,West Coast,14.10861,74.402526,2024-05-09,5,4.8,20,36.5,11.7,46.9,4.9,13,29,166,Mild,25.2,29.3,18.8,Moderate,Choppy,Reef Survey Team,Coral Reef Survey
